Unit Name,Gas Meters,Date,Gas Volume,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/14/19,992.00,,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/14/19,918.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/14/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/14/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/14/19,"1,389.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/14/19,"2,457.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/14/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/14/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/14/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/14/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/14/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/14/19,"1,684.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/14/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/14/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/14/19,"1,811.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/14/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/15/19,"2,097.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/15/19,"7,508.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/15/19,"3,292.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/15/19,776.00,,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/15/19,816.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/15/19,"1,274.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/15/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/15/19,"1,366.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/15/19,914.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/15/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/15/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/15/19,"1,298.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/15/19,"2,435.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/15/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/15/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/15/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/15/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/15/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/15/19,"1,624.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/15/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/15/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/15/19,"1,791.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/15/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/16/19,"3,295.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/16/19,"7,409.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/16/19,"3,699.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/16/19,"1,328.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/16/19,853.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/16/19,"1,398.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/16/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/16/19,"1,483.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/16/19,926.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/16/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/16/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/16/19,"1,416.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/16/19,"2,676.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/16/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/16/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/16/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/16/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/16/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/16/19,"1,310.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/16/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/16/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/16/19,"1,843.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/16/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/17/19,"3,293.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/17/19,"7,369.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/17/19,"3,691.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/17/19,"1,650.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/17/19,865.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/17/19,"1,441.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/17/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/17/19,"1,515.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/17/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/17/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/17/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/17/19,"1,424.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/17/19,"2,707.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/17/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/17/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/17/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/17/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/17/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/17/19,"1,317.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/17/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/17/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/17/19,"1,873.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/17/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/18/19,"3,429.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/18/19,"7,503.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/18/19,"3,876.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/18/19,"1,606.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/18/19,871.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/18/19,"1,464.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/18/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/18/19,"1,533.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/18/19,0.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/18/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/18/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/18/19,"1,459.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/18/19,"2,778.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/18/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/18/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/18/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/18/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/18/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/18/19,"1,368.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/18/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/18/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/18/19,"1,885.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/18/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/19/19,"3,578.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/19/19,"7,511.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/19/19,"3,567.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/19/19,"1,501.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/19/19,878.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/19/19,"1,484.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/19/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/19/19,"1,546.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/19/19,"1,329.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/19/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/19/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/19/19,"1,469.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/19/19,"2,873.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/19/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/19/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/19/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/19/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/19/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/19/19,"1,273.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/19/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/19/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/19/19,"1,904.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/19/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/20/19,"5,548.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/20/19,"8,551.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/20/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/20/19,"1,944.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/20/19,943.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/20/19,"1,679.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/20/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/20/19,"1,719.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/20/19,"2,095.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/20/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/20/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/20/19,"1,593.00",,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/20/19,"3,137.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/20/19,0.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/20/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/20/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/20/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/20/19,0.00,,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/20/19,"1,259.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/20/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/20/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/20/19,"2,047.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/20/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/21/19,"7,178.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/21/19,"7,600.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/21/19,"3,352.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/21/19,"2,251.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/21/19,979.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/21/19,"1,784.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/21/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/21/19,"1,809.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/21/19,"2,339.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/21/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/21/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/21/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/21/19,"3,231.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/21/19,878.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/21/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/21/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/21/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/21/19,"1,761.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/21/19,"1,140.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/21/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/21/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/21/19,"2,145.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/21/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/22/19,"7,144.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/22/19,"3,363.00",,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/22/19,"2,193.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/22/19,960.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/22/19,"1,723.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/22/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/22/19,"1,771.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/22/19,"2,150.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/22/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/22/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/22/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/22/19,"3,275.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/22/19,717.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/22/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/22/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/22/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/22/19,"2,089.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/22/19,"1,123.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/22/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/22/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/22/19,"2,103.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/22/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/23/19,"7,208.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/23/19,"8,043.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/23/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/23/19,"2,149.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/23/19,971.00,,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/23/19,"1,764.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/23/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/23/19,"1,789.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/23/19,"2,254.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/23/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/23/19,84.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/23/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/23/19,"3,125.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/23/19,933.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/23/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/23/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/23/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/23/19,"2,161.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/23/19,"1,170.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/23/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/23/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/23/19,"2,122.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/23/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/24/19,"7,207.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/24/19,"7,867.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/24/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/24/19,"2,184.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/24/19,"1,092.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/24/19,"1,780.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/24/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/24/19,"1,805.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/24/19,"2,263.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/24/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/24/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/24/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/24/19,"2,713.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/24/19,"1,047.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/24/19,0.00,,,,,,,
FWU #602,FWU #602 GL METER,6/24/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/24/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/24/19,"2,234.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/24/19,"1,162.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/24/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/24/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/24/19,"2,142.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/24/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/25/19,"7,109.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/25/19,"7,778.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/25/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/25/19,"2,217.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/25/19,"1,139.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/25/19,"1,785.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/25/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/25/19,"1,818.00",,,,,,,
FWU #1313 (INJ),FWU #1313 CO2,6/25/19,967.00,,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/25/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/25/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/25/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/25/19,"2,800.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/25/19,"1,144.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/25/19,731.00,,,,,,,
FWU #602,FWU #602 GL METER,6/25/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/25/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/25/19,"2,278.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/25/19,"1,153.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/25/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/25/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/25/19,"2,153.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/25/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/26/19,"6,765.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/26/19,"7,545.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/26/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/26/19,"2,143.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/26/19,"1,132.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/26/19,"1,776.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/26/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/26/19,"1,805.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/26/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/26/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/26/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/26/19,"2,718.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/26/19,"1,100.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/26/19,"1,094.00",,,,,,,
FWU #602,FWU #602 GL METER,6/26/19,0.00,,,,,,,
FWU #702,FWU #702 GL METER,6/26/19,0.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/26/19,"2,222.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/26/19,"1,438.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/26/19,0.00,,,,,,,
FWU #901,FWU #901 GL METER,6/26/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/26/19,"2,148.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/26/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/27/19,"8,057.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/27/19,"6,026.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/27/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/27/19,"1,538.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/27/19,"1,065.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/27/19,"1,628.00",,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/27/19,"1,676.00",,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/27/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/27/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/27/19,"2,458.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/27/19,838.00,,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/27/19,858.00,,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/27/19,"2,114.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/27/19,"2,683.00",,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/27/19,"1,982.00",,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/28/19,"8,158.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/28/19,"7,339.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/28/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/28/19,"1,939.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/28/19,"1,110.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/28/19,"1,721.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/28/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/28/19,"1,604.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/28/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/28/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/28/19,"2,531.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/28/19,"1,038.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/28/19,"1,248.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/28/19,"2,676.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/28/19,"2,870.00",,,,,,,
FWU #805 (INJ),FWU #805 CO2,6/28/19,0.00,,,,,,,
FWU #9010 (INJ),FWU #9010 CO2,6/28/19,"2,043.00",,,,,,,
FWU #908 (INJ),FWU #908 CO2,6/28/19,0.00,,,,,,,
Arkalon CO2 Purchase,FWU CTB Booker Deduct Meter,6/29/19,"8,159.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU CTB Recycle Meter,6/29/19,"7,269.00",,,,,,,
FARNSWORTH CENTRAL TB,FWU Flare Meter,6/29/19,0.00,,,,,,,
FWU #1301 (INJ),FWU #1301 CO2,6/29/19,"1,914.00",,,,,,,
FWU #1303 (INJ),FWU #1303 CO2,6/29/19,"1,102.00",,,,,,,
FWU #1305 (INJ),FWU #1305 CO2,6/29/19,"1,720.00",,,,,,,
FWU #1309 (INJ),FWU #1309 CO2,6/29/19,0.00,,,,,,,
FWU #1310A (INJ),FWU #1310A CO2,6/29/19,"1,609.00",,,,,,,
FWU #1401 (INJ),FWU #1401 CO2,6/29/19,0.00,,,,,,,
FWU #1502 (INJ),FWU #1502 CO2,6/29/19,0.00,,,,,,,
FWU #1505 (INJ),FWU #1505 CO2,6/29/19,0.00,,,,,,,
FWU #1506 (INJ),FWU #1506 CO2,6/29/19,"2,601.00",,,,,,,
FWU #1603 (INJ),FWU #1603 CO2,6/29/19,"1,052.00",,,,,,,
FWU #502 (INJ),FWU #502 CO2,6/29/19,"1,351.00",,,,,,,
FWU #803 (INJ),FWU #803 CO2,6/29/19,"2,651.00",,,,,,,
FWU #804 (INJ),FWU #804 CO2,6/29/19,"2,907.00",,,,,,,
